Provider Number,Condition,Score
450670,Surgical Care Improvement Project Process of Care Measures,84
51321,Surgical Care Improvement Project Process of Care Measures,N/A
521348,Surgical Care Improvement Project Process of Care Measures,89
290003,Pneumonia Process of Care Measures,100
210016,Surgical Care Improvement Project Process of Care Measures,94
03033F,Heart Attack or Chest Pain Process of Care Measures,N/A
340133,Heart Attack or Chest Pain Process of Care Measures,N/A
05031F,Pneumonia Process of Care Measures,93
300012,Heart Failure Process of Care Measures,98
390032,Heart Attack or Chest Pain Process of Care Measures,98
360152,Heart Attack or Chest Pain Process of Care Measures,97
100076,Heart Attack or Chest Pain Process of Care Measures,N/A
390026,Heart Attack or Chest Pain Process of Care Measures,90
141335,Heart Attack or Chest Pain Process of Care Measures,N/A
370210,Heart Attack or Chest Pain Process of Care Measures,N/A
440011,Heart Attack or Chest Pain Process of Care Measures,8
330044,Heart Attack or Chest Pain Process of Care Measures,58
400105,Heart Attack or Chest Pain Process of Care Measures,100
450068,Surgical Care Improvement Project Process of Care Measures,98
381309,Heart Attack or Chest Pain Process of Care Measures,N/A
371325,Heart Attack or Chest Pain Process of Care Measures,N/A
500058,Heart Failure Process of Care Measures,89
360001,Pneumonia Process of Care Measures,95
220119,Surgical Care Improvement Project Process of Care Measures,96
171358,Heart Attack or Chest Pain Process of Care Measures,N/A
110071,Surgical Care Improvement Project Process of Care Measures,70
161366,Heart Attack or Chest Pain Process of Care Measures,N/A
16003F,Surgical Care Improvement Project Process of Care Measures,96
171348,Heart Attack or Chest Pain Process of Care Measures,N/A
330067,Heart Attack or Chest Pain Process of Care Measures,100
161303,Surgical Care Improvement Project Process of Care Measures,100
50104,Heart Attack or Chest Pain Process of Care Measures,N/A
08002F,Heart Failure Process of Care Measures,100
50589,Heart Attack or Chest Pain Process of Care Measures,4
100077,Children's Asthma Process of Care Measures,67
51301,Heart Attack or Chest Pain Process of Care Measures,N/A
100017,Heart Attack or Chest Pain Process of Care Measures,97
150035,Pneumonia Process of Care Measures,100
140147,Heart Attack or Chest Pain Process of Care Measures,83
10157,Pneumonia Process of Care Measures,85
351335,Pneumonia Process of Care Measures,98
360101,Heart Attack or Chest Pain Process of Care Measures,100
490111,Heart Attack or Chest Pain Process of Care Measures,100
330202,Heart Failure Process of Care Measures,98
33017F,Heart Attack or Chest Pain Process of Care Measures,96
490007,Surgical Care Improvement Project Process of Care Measures,97
50042,Heart Attack or Chest Pain Process of Care Measures,100
100047,Surgical Care Improvement Project Process of Care Measures,99
230089,Heart Attack or Chest Pain Process of Care Measures,100
450848,Pneumonia Process of Care Measures,100
430060,Heart Attack or Chest Pain Process of Care Measures,N/A
170074,Surgical Care Improvement Project Process of Care Measures,78
220029,Heart Attack or Chest Pain Process of Care Measures,77
150007,Pneumonia Process of Care Measures,98
200009,Surgical Care Improvement Project Process of Care Measures,98
341324,Heart Attack or Chest Pain Process of Care Measures,N/A
310012,Pneumonia Process of Care Measures,100
10157,Surgical Care Improvement Project Process of Care Measures,38
450876,Heart Attack or Chest Pain Process of Care Measures,85
140114,Heart Attack or Chest Pain Process of Care Measures,N/A
171359,Surgical Care Improvement Project Process of Care Measures,N/A
240211,Pneumonia Process of Care Measures,N/A
390100,Heart Attack or Chest Pain Process of Care Measures,91
280009,Pneumonia Process of Care Measures,97
490130,Surgical Care Improvement Project Process of Care Measures,97
440061,Surgical Care Improvement Project Process of Care Measures,N/A
450718,Surgical Care Improvement Project Process of Care Measures,99
300017,Pneumonia Process of Care Measures,99
471302,Surgical Care Improvement Project Process of Care Measures,97
320062,Surgical Care Improvement Project Process of Care Measures,N/A
380082,Surgical Care Improvement Project Process of Care Measures,86
260210,Surgical Care Improvement Project Process of Care Measures,94
490067,Heart Attack or Chest Pain Process of Care Measures,93
360261,Surgical Care Improvement Project Process of Care Measures,N/A
451320,Heart Attack or Chest Pain Process of Care Measures,N/A
50009,Surgical Care Improvement Project Process of Care Measures,97
230269,Heart Failure Process of Care Measures,100
510059,Heart Attack or Chest Pain Process of Care Measures,N/A
170133,Heart Attack or Chest Pain Process of Care Measures,N/A
201302,Pneumonia Process of Care Measures,100
40084,Surgical Care Improvement Project Process of Care Measures,99
141300,Pneumonia Process of Care Measures,92
50754,Heart Attack or Chest Pain Process of Care Measures,N/A
390225,Pneumonia Process of Care Measures,96
320006,Pneumonia Process of Care Measures,99
390199,Surgical Care Improvement Project Process of Care Measures,91
171310,Heart Failure Process of Care Measures,N/A
390236,Surgical Care Improvement Project Process of Care Measures,79
381308,Heart Attack or Chest Pain Process of Care Measures,N/A
390138,Heart Attack or Chest Pain Process of Care Measures,N/A
440002,Pneumonia Process of Care Measures,94
50042,Surgical Care Improvement Project Process of Care Measures,100
461310,Heart Attack or Chest Pain Process of Care Measures,N/A
241304,Heart Attack or Chest Pain Process of Care Measures,N/A
260085,Heart Attack or Chest Pain Process of Care Measures,N/A
520089,Heart Failure Process of Care Measures,95
190297,Heart Attack or Chest Pain Process of Care Measures,N/A
30119,Pneumonia Process of Care Measures,97
50471,Surgical Care Improvement Project Process of Care Measures,95
360212,Pneumonia Process of Care Measures,97
450639,Surgical Care Improvement Project Process of Care Measures,95
191324,Heart Attack or Chest Pain Process of Care Measures,N/A
70029,Pneumonia Process of Care Measures,87
14034F,Heart Attack or Chest Pain Process of Care Measures,100
370103,Heart Attack or Chest Pain Process of Care Measures,N/A
140252,Heart Attack or Chest Pain Process of Care Measures,91
140133,Pneumonia Process of Care Measures,76
100234,Heart Attack or Chest Pain Process of Care Measures,N/A
171382,Surgical Care Improvement Project Process of Care Measures,N/A
10033,Surgical Care Improvement Project Process of Care Measures,94
250017,Surgical Care Improvement Project Process of Care Measures,N/A
241346,Heart Attack or Chest Pain Process of Care Measures,N/A
370229,Heart Failure Process of Care Measures,100
280131,Surgical Care Improvement Project Process of Care Measures,98
100284,Surgical Care Improvement Project Process of Care Measures,N/A
360210,Heart Attack or Chest Pain Process of Care Measures,4
180095,Surgical Care Improvement Project Process of Care Measures,N/A
520107,Surgical Care Improvement Project Process of Care Measures,92
141326,Heart Failure Process of Care Measures,71
400106,Surgical Care Improvement Project Process of Care Measures,72
260021,Heart Attack or Chest Pain Process of Care Measures,N/A
171331,Heart Attack or Chest Pain Process of Care Measures,10
450597,Heart Attack or Chest Pain Process of Care Measures,77
521310,Heart Attack or Chest Pain Process of Care Measures,100
41308,Surgical Care Improvement Project Process of Care Measures,N/A
291306,Surgical Care Improvement Project Process of Care Measures,87
520049,Heart Attack or Chest Pain Process of Care Measures,N/A
341322,Surgical Care Improvement Project Process of Care Measures,91
450847,Surgical Care Improvement Project Process of Care Measures,98
360006,Surgical Care Improvement Project Process of Care Measures,98
110023,Heart Attack or Chest Pain Process of Care Measures,100
390266,Heart Attack or Chest Pain Process of Care Measures,50
10044,Pneumonia Process of Care Measures,98
330107,Surgical Care Improvement Project Process of Care Measures,93
390198,Heart Attack or Chest Pain Process of Care Measures,0
370153,Heart Attack or Chest Pain Process of Care Measures,67
521309,Pneumonia Process of Care Measures,90
330350,Surgical Care Improvement Project Process of Care Measures,98
100290,Pneumonia Process of Care Measures,96
450068,Surgical Care Improvement Project Process of Care Measures,99
160124,Heart Attack or Chest Pain Process of Care Measures,5
430092,Heart Attack or Chest Pain Process of Care Measures,N/A
451322,Surgical Care Improvement Project Process of Care Measures,N/A
240210,Heart Attack or Chest Pain Process of Care Measures,97
320060,Surgical Care Improvement Project Process of Care Measures,N/A
170197,Surgical Care Improvement Project Process of Care Measures,100
370007,Surgical Care Improvement Project Process of Care Measures,N/A
330235,Heart Attack or Chest Pain Process of Care Measures,83
430096,Surgical Care Improvement Project Process of Care Measures,98
450108,Surgical Care Improvement Project Process of Care Measures,89
440110,Heart Attack or Chest Pain Process of Care Measures,N/A
390115,Heart Attack or Chest Pain Process of Care Measures,100
400006,Heart Attack or Chest Pain Process of Care Measures,N/A
381322,Heart Attack or Chest Pain Process of Care Measures,N/A
110010,Heart Attack or Chest Pain Process of Care Measures,89
10101,Heart Attack or Chest Pain Process of Care Measures,125
280040,Heart Attack or Chest Pain Process of Care Measures,N/A
330144,Surgical Care Improvement Project Process of Care Measures,92
330277,Surgical Care Improvement Project Process of Care Measures,N/A
180049,Surgical Care Improvement Project Process of Care Measures,100
450497,Surgical Care Improvement Project Process of Care Measures,N/A
190007,Surgical Care Improvement Project Process of Care Measures,93
450292,Surgical Care Improvement Project Process of Care Measures,100
190009,Heart Attack or Chest Pain Process of Care Measures,100
210040,Surgical Care Improvement Project Process of Care Measures,94
100285,Heart Attack or Chest Pain Process of Care Measures,N/A
140043,Heart Attack or Chest Pain Process of Care Measures,100
420085,Heart Failure Process of Care Measures,100
10125,Heart Failure Process of Care Measures,67
341326,Surgical Care Improvement Project Process of Care Measures,97
410001,Heart Attack or Chest Pain Process of Care Measures,N/A
440068,Heart Attack or Chest Pain Process of Care Measures,N/A
241342,Heart Attack or Chest Pain Process of Care Measures,N/A
10089,Heart Attack or Chest Pain Process of Care Measures,100
510077,Heart Failure Process of Care Measures,100
100248,Pneumonia Process of Care Measures,100
450209,Surgical Care Improvement Project Process of Care Measures,93
320009,Heart Attack or Chest Pain Process of Care Measures,76
61324,Surgical Care Improvement Project Process of Care Measures,60
280032,Heart Attack or Chest Pain Process of Care Measures,10
360276,Heart Attack or Chest Pain Process of Care Measures,100
180095,Heart Failure Process of Care Measures,82
450630,Heart Attack or Chest Pain Process of Care Measures,9
450299,Heart Attack or Chest Pain Process of Care Measures,100
