Provider Number,Condition,Score
110104,Heart Failure Process of Care Measures,100
341321,Heart Failure Process of Care Measures,N/A
171328,Surgical Care Improvement Project Process of Care Measures,N/A
360358,Heart Attack or Chest Pain Process of Care Measures,N/A
390090,Pneumonia Process of Care Measures,80
320030,Surgical Care Improvement Project Process of Care Measures,N/A
260034,Surgical Care Improvement Project Process of Care Measures,91
340010,Heart Attack or Chest Pain Process of Care Measures,46
351314,Surgical Care Improvement Project Process of Care Measures,N/A
670057,Heart Attack or Chest Pain Process of Care Measures,N/A
100142,Heart Attack or Chest Pain Process of Care Measures,67
10032,Heart Attack or Chest Pain Process of Care Measures,N/A
220175,Pneumonia Process of Care Measures,95
111325,Surgical Care Improvement Project Process of Care Measures,N/A
390304,Surgical Care Improvement Project Process of Care Measures,96
25042F,Pneumonia Process of Care Measures,100
310054,Heart Attack or Chest Pain Process of Care Measures,N/A
360008,Surgical Care Improvement Project Process of Care Measures,94
70001,Heart Attack or Chest Pain Process of Care Measures,99
360020,Heart Failure Process of Care Measures,98
460011,Surgical Care Improvement Project Process of Care Measures,95
421304,Surgical Care Improvement Project Process of Care Measures,N/A
230275,Heart Attack or Chest Pain Process of Care Measures,N/A
450372,Pneumonia Process of Care Measures,98
110205,Surgical Care Improvement Project Process of Care Measures,100
521348,Surgical Care Improvement Project Process of Care Measures,100
40026,Heart Attack or Chest Pain Process of Care Measures,55
450702,Heart Attack or Chest Pain Process of Care Measures,100
451376,Pneumonia Process of Care Measures,96
261329,Pneumonia Process of Care Measures,96
360077,Surgical Care Improvement Project Process of Care Measures,92
421301,Surgical Care Improvement Project Process of Care Measures,100
330205,Surgical Care Improvement Project Process of Care Measures,97
10033,Pneumonia Process of Care Measures,93
330159,Pneumonia Process of Care Measures,85
100135,Surgical Care Improvement Project Process of Care Measures,98
50076,Surgical Care Improvement Project Process of Care Measures,98
200040,Pneumonia Process of Care Measures,96
160029,Surgical Care Improvement Project Process of Care Measures,94
650001,Surgical Care Improvement Project Process of Care Measures,N/A
181322,Surgical Care Improvement Project Process of Care Measures,N/A
521347,Surgical Care Improvement Project Process of Care Measures,100
30071,Heart Attack or Chest Pain Process of Care Measures,N/A
47001F,Heart Failure Process of Care Measures,100
180029,Heart Failure Process of Care Measures,98
10168,Heart Attack or Chest Pain Process of Care Measures,88
450079,Surgical Care Improvement Project Process of Care Measures,99
501330,Surgical Care Improvement Project Process of Care Measures,100
270004,Heart Attack or Chest Pain Process of Care Measures,N/A
160069,Pneumonia Process of Care Measures,98
10109,Heart Attack or Chest Pain Process of Care Measures,87
420011,Surgical Care Improvement Project Process of Care Measures,80
400003,Surgical Care Improvement Project Process of Care Measures,N/A
490037,Heart Attack or Chest Pain Process of Care Measures,N/A
390071,Heart Attack or Chest Pain Process of Care Measures,100
100151,Heart Attack or Chest Pain Process of Care Measures,100
490088,Pneumonia Process of Care Measures,100
450796,Heart Attack or Chest Pain Process of Care Measures,N/A
450271,Heart Attack or Chest Pain Process of Care Measures,100
220171,Heart Attack or Chest Pain Process of Care Measures,100
240104,Heart Attack or Chest Pain Process of Care Measures,80
170145,Pneumonia Process of Care Measures,73
50067,Pneumonia Process of Care Measures,83
511307,Surgical Care Improvement Project Process of Care Measures,N/A
171317,Heart Attack or Chest Pain Process of Care Measures,N/A
440141,Pneumonia Process of Care Measures,80
10065,Pneumonia Process of Care Measures,100
260024,Heart Attack or Chest Pain Process of Care Measures,N/A
500030,Pneumonia Process of Care Measures,90
161302,Pneumonia Process of Care Measures,50
25043F,Surgical Care Improvement Project Process of Care Measures,100
10051,Surgical Care Improvement Project Process of Care Measures,N/A
490136,Heart Attack or Chest Pain Process of Care Measures,N/A
45074F,Surgical Care Improvement Project Process of Care Measures,98
330385,Surgical Care Improvement Project Process of Care Measures,69
520021,Heart Attack or Chest Pain Process of Care Measures,83
370040,Pneumonia Process of Care Measures,88
160082,Heart Failure Process of Care Measures,100
491305,Heart Attack or Chest Pain Process of Care Measures,N/A
320033,Heart Attack or Chest Pain Process of Care Measures,141
170183,Pneumonia Process of Care Measures,N/A
141345,Surgical Care Improvement Project Process of Care Measures,100
530033,Heart Attack or Chest Pain Process of Care Measures,N/A
251309,Surgical Care Improvement Project Process of Care Measures,100
50678,Heart Attack or Chest Pain Process of Care Measures,40
440115,Pneumonia Process of Care Measures,100
50169,Surgical Care Improvement Project Process of Care Measures,96
50516,Surgical Care Improvement Project Process of Care Measures,99
390080,Heart Attack or Chest Pain Process of Care Measures,11
181301,Pneumonia Process of Care Measures,95
100242,Heart Failure Process of Care Measures,100
330152,Surgical Care Improvement Project Process of Care Measures,97
340087,Surgical Care Improvement Project Process of Care Measures,95
30108,Heart Attack or Chest Pain Process of Care Measures,N/A
330088,Heart Attack or Chest Pain Process of Care Measures,82
160030,Pneumonia Process of Care Measures,99
450033,Surgical Care Improvement Project Process of Care Measures,93
330132,Surgical Care Improvement Project Process of Care Measures,94
450797,Heart Attack or Chest Pain Process of Care Measures,N/A
40041,Heart Attack or Chest Pain Process of Care Measures,100
310119,Surgical Care Improvement Project Process of Care Measures,97
420051,Heart Attack or Chest Pain Process of Care Measures,91
181324,Pneumonia Process of Care Measures,84
220071,Pneumonia Process of Care Measures,95
49010F,Pneumonia Process of Care Measures,99
50534,Pneumonia Process of Care Measures,90
450508,Heart Attack or Chest Pain Process of Care Measures,N/A
310041,Surgical Care Improvement Project Process of Care Measures,97
10110,Surgical Care Improvement Project Process of Care Measures,N/A
450056,Heart Attack or Chest Pain Process of Care Measures,100
100132,Pneumonia Process of Care Measures,98
110203,Heart Attack or Chest Pain Process of Care Measures,N/A
450271,Heart Attack or Chest Pain Process of Care Measures,N/A
410006,Surgical Care Improvement Project Process of Care Measures,99
30112,Surgical Care Improvement Project Process of Care Measures,N/A
360211,Heart Attack or Chest Pain Process of Care Measures,97
500054,Heart Attack or Chest Pain Process of Care Measures,96
201302,Pneumonia Process of Care Measures,100
160083,Surgical Care Improvement Project Process of Care Measures,95
161345,Heart Attack or Chest Pain Process of Care Measures,N/A
110042,Surgical Care Improvement Project Process of Care Measures,100
390107,Heart Attack or Chest Pain Process of Care Measures,98
14004F,Heart Attack or Chest Pain Process of Care Measures,N/A
50727,Heart Attack or Chest Pain Process of Care Measures,97
281336,Heart Attack or Chest Pain Process of Care Measures,N/A
450388,Surgical Care Improvement Project Process of Care Measures,99
450654,Heart Attack or Chest Pain Process of Care Measures,81
450104,Pneumonia Process of Care Measures,97
100260,Heart Failure Process of Care Measures,100
421301,Surgical Care Improvement Project Process of Care Measures,82
281305,Pneumonia Process of Care Measures,N/A
400113,Pneumonia Process of Care Measures,33
190144,Pneumonia Process of Care Measures,100
501338,Heart Attack or Chest Pain Process of Care Measures,N/A
100213,Heart Attack or Chest Pain Process of Care Measures,9
51314,Surgical Care Improvement Project Process of Care Measures,N/A
390256,Surgical Care Improvement Project Process of Care Measures,86
450137,Surgical Care Improvement Project Process of Care Measures,100
150056,Heart Attack or Chest Pain Process of Care Measures,N/A
10059,Heart Attack or Chest Pain Process of Care Measures,50
451313,Surgical Care Improvement Project Process of Care Measures,N/A
310001,Surgical Care Improvement Project Process of Care Measures,87
360095,Heart Attack or Chest Pain Process of Care Measures,94
450475,Pneumonia Process of Care Measures,96
450876,Surgical Care Improvement Project Process of Care Measures,85
100299,Heart Attack or Chest Pain Process of Care Measures,12
47001F,Surgical Care Improvement Project Process of Care Measures,N/A
450162,Pneumonia Process of Care Measures,100
110015,Heart Failure Process of Care Measures,96
170020,Surgical Care Improvement Project Process of Care Measures,71
670023,Surgical Care Improvement Project Process of Care Measures,94
300005,Pneumonia Process of Care Measures,93
450236,Heart Attack or Chest Pain Process of Care Measures,3
440035,Heart Attack or Chest Pain Process of Care Measures,94
41312,Heart Attack or Chest Pain Process of Care Measures,N/A
100099,Heart Attack or Chest Pain Process of Care Measures,100
150037,Heart Attack or Chest Pain Process of Care Measures,4
151335,Heart Attack or Chest Pain Process of Care Measures,3
40142,Heart Attack or Chest Pain Process of Care Measures,N/A
50121,Heart Attack or Chest Pain Process of Care Measures,92
330158,Heart Attack or Chest Pain Process of Care Measures,N/A
370041,Pneumonia Process of Care Measures,100
100043,Heart Failure Process of Care Measures,100
371327,Heart Failure Process of Care Measures,N/A
241363,Heart Attack or Chest Pain Process of Care Measures,83
360148,Pneumonia Process of Care Measures,100
330064,Surgical Care Improvement Project Process of Care Measures,89
11302,Surgical Care Improvement Project Process of Care Measures,N/A
260005,Pneumonia Process of Care Measures,96
40088,Pneumonia Process of Care Measures,100
370016,Pneumonia Process of Care Measures,97
111308,Pneumonia Process of Care Measures,N/A
50308,Heart Attack or Chest Pain Process of Care Measures,8
220033,Surgical Care Improvement Project Process of Care Measures,N/A
181324,Surgical Care Improvement Project Process of Care Measures,N/A
50013F,Surgical Care Improvement Project Process of Care Measures,N/A
491300,Heart Attack or Chest Pain Process of Care Measures,N/A
450347,Surgical Care Improvement Project Process of Care Measures,95
170198,Surgical Care Improvement Project Process of Care Measures,100
11300,Pneumonia Process of Care Measures,67
250050,Surgical Care Improvement Project Process of Care Measures,96
251326,Heart Attack or Chest Pain Process of Care Measures,N/A
150175,Heart Attack or Chest Pain Process of Care Measures,89
451349,Surgical Care Improvement Project Process of Care Measures,N/A
380091,Heart Attack or Chest Pain Process of Care Measures,99
440173,Heart Attack or Chest Pain Process of Care Measures,100
90004,Surgical Care Improvement Project Process of Care Measures,94
40001,Surgical Care Improvement Project Process of Care Measures,100
520037,Heart Attack or Chest Pain Process of Care Measures,99
450021,Heart Attack or Chest Pain Process of Care Measures,N/A
40011,Surgical Care Improvement Project Process of Care Measures,0
30089,Surgical Care Improvement Project Process of Care Measures,96
