Provider Number,Condition,Score
490088,Surgical Care Improvement Project Process of Care Measures,95
341326,Pneumonia Process of Care Measures,85
50239,Pneumonia Process of Care Measures,97
390142,Pneumonia Process of Care Measures,94
390189,Surgical Care Improvement Project Process of Care Measures,98
50531,Pneumonia Process of Care Measures,80
450675,Surgical Care Improvement Project Process of Care Measures,96
180029,Heart Failure Process of Care Measures,100
100191,Heart Failure Process of Care Measures,100
310115,Surgical Care Improvement Project Process of Care Measures,95
330332,Pneumonia Process of Care Measures,93
360180,Heart Attack or Chest Pain Process of Care Measures,N/A
400111,Surgical Care Improvement Project Process of Care Measures,N/A
10035,Surgical Care Improvement Project Process of Care Measures,99
170039,Heart Attack or Chest Pain Process of Care Measures,N/A
05127F,Surgical Care Improvement Project Process of Care Measures,100
441311,Surgical Care Improvement Project Process of Care Measures,N/A
531313,Heart Failure Process of Care Measures,78
50135,Pneumonia Process of Care Measures,36
100022,Surgical Care Improvement Project Process of Care Measures,100
40055,Heart Failure Process of Care Measures,100
09002F,Surgical Care Improvement Project Process of Care Measures,99
330152,Heart Attack or Chest Pain Process of Care Measures,97
490063,Surgical Care Improvement Project Process of Care Measures,94
200019,Heart Failure Process of Care Measures,98
450154,Heart Attack or Chest Pain Process of Care Measures,N/A
50492,Surgical Care Improvement Project Process of Care Measures,84
430091,Surgical Care Improvement Project Process of Care Measures,86
110024,Pneumonia Process of Care Measures,94
360348,Pneumonia Process of Care Measures,95
100008,Heart Failure Process of Care Measures,100
16004F,Surgical Care Improvement Project Process of Care Measures,99
20017,Heart Attack or Chest Pain Process of Care Measures,100
220090,Heart Attack or Chest Pain Process of Care Measures,95
01014F,Heart Attack or Chest Pain Process of Care Measures,100
440017,Heart Attack or Chest Pain Process of Care Measures,100
250012,Surgical Care Improvement Project Process of Care Measures,N/A
40016,Surgical Care Improvement Project Process of Care Measures,96
320062,Heart Attack or Chest Pain Process of Care Measures,N/A
241375,Surgical Care Improvement Project Process of Care Measures,N/A
140119,Pneumonia Process of Care Measures,94
250040,Surgical Care Improvement Project Process of Care Measures,92
140113,Heart Failure Process of Care Measures,100
10029,Surgical Care Improvement Project Process of Care Measures,99
330204,Heart Attack or Chest Pain Process of Care Measures,100
360147,Surgical Care Improvement Project Process of Care Measures,100
121303,Surgical Care Improvement Project Process of Care Measures,N/A
450638,Surgical Care Improvement Project Process of Care Measures,96
340069,Heart Attack or Chest Pain Process of Care Measures,N/A
171306,Surgical Care Improvement Project Process of Care Measures,N/A
241377,Heart Attack or Chest Pain Process of Care Measures,N/A
390062,Pneumonia Process of Care Measures,100
270051,Heart Failure Process of Care Measures,96
400126,Heart Failure Process of Care Measures,100
190001,Surgical Care Improvement Project Process of Care Measures,99
290019,Surgical Care Improvement Project Process of Care Measures,92
431320,Heart Attack or Chest Pain Process of Care Measures,N/A
50644,Surgical Care Improvement Project Process of Care Measures,43
420080,Heart Failure Process of Care Measures,100
320030,Heart Attack or Chest Pain Process of Care Measures,10
181307,Pneumonia Process of Care Measures,97
05027F,Heart Attack or Chest Pain Process of Care Measures,100
321301,Surgical Care Improvement Project Process of Care Measures,67
500019,Surgical Care Improvement Project Process of Care Measures,96
151334,Pneumonia Process of Care Measures,94
240004,Heart Attack or Chest Pain Process of Care Measures,100
371323,Surgical Care Improvement Project Process of Care Measures,N/A
210032,Surgical Care Improvement Project Process of Care Measures,98
50411,Surgical Care Improvement Project Process of Care Measures,100
440133,Surgical Care Improvement Project Process of Care Measures,98
241306,Heart Attack or Chest Pain Process of Care Measures,N/A
150101,Surgical Care Improvement Project Process of Care Measures,92
50425,Pneumonia Process of Care Measures,100
100110,Surgical Care Improvement Project Process of Care Measures,97
180141,Surgical Care Improvement Project Process of Care Measures,90
230081,Heart Attack or Chest Pain Process of Care Measures,N/A
50744,Surgical Care Improvement Project Process of Care Measures,58
50516,Heart Attack or Chest Pain Process of Care Measures,N/A
420005,Heart Failure Process of Care Measures,100
110031,Heart Attack or Chest Pain Process of Care Measures,98
490050,Surgical Care Improvement Project Process of Care Measures,100
390318,Surgical Care Improvement Project Process of Care Measures,40
340073,Heart Failure Process of Care Measures,98
61322,Heart Failure Process of Care Measures,N/A
521355,Heart Attack or Chest Pain Process of Care Measures,N/A
190040,Surgical Care Improvement Project Process of Care Measures,86
110198,Pneumonia Process of Care Measures,100
210001,Heart Failure Process of Care Measures,100
45060F,Surgical Care Improvement Project Process of Care Measures,100
50205,Surgical Care Improvement Project Process of Care Measures,44
150015,Heart Attack or Chest Pain Process of Care Measures,N/A
261321,Heart Attack or Chest Pain Process of Care Measures,9
281315,Pneumonia Process of Care Measures,100
25042F,Heart Failure Process of Care Measures,100
261327,Pneumonia Process of Care Measures,75
381324,Heart Attack or Chest Pain Process of Care Measures,100
41309,Pneumonia Process of Care Measures,100
330067,Heart Attack or Chest Pain Process of Care Measures,100
431310,Pneumonia Process of Care Measures,58
190218,Surgical Care Improvement Project Process of Care Measures,N/A
390116,Heart Attack or Chest Pain Process of Care Measures,N/A
390304,Surgical Care Improvement Project Process of Care Measures,98
241359,Heart Failure Process of Care Measures,100
390195,Pneumonia Process of Care Measures,91
290045,Heart Attack or Chest Pain Process of Care Measures,100
420101,Heart Attack or Chest Pain Process of Care Measures,100
521322,Pneumonia Process of Care Measures,88
400104,Heart Failure Process of Care Measures,13
160029,Surgical Care Improvement Project Process of Care Measures,99
261331,Heart Attack or Chest Pain Process of Care Measures,N/A
530008,Heart Attack or Chest Pain Process of Care Measures,0
10021,Heart Failure Process of Care Measures,100
161369,Surgical Care Improvement Project Process of Care Measures,N/A
341307,Surgical Care Improvement Project Process of Care Measures,0
330119,Pneumonia Process of Care Measures,100
430084,Heart Failure Process of Care Measures,50
50357,Heart Attack or Chest Pain Process of Care Measures,100
100125,Pneumonia Process of Care Measures,92
141313,Heart Attack or Chest Pain Process of Care Measures,N/A
50102,Heart Attack or Chest Pain Process of Care Measures,94
241351,Heart Attack or Chest Pain Process of Care Measures,67
340028,Heart Attack or Chest Pain Process of Care Measures,100
39004F,Surgical Care Improvement Project Process of Care Measures,N/A
390006,Heart Attack or Chest Pain Process of Care Measures,N/A
330111,Heart Failure Process of Care Measures,83
03033F,Surgical Care Improvement Project Process of Care Measures,N/A
361312,Pneumonia Process of Care Measures,99
33015F,Heart Failure Process of Care Measures,100
521356,Heart Attack or Chest Pain Process of Care Measures,N/A
390236,Surgical Care Improvement Project Process of Care Measures,100
441310,Heart Attack or Chest Pain Process of Care Measures,7
140158,Pneumonia Process of Care Measures,95
500049,Pneumonia Process of Care Measures,97
200050,Pneumonia Process of Care Measures,99
170187,Surgical Care Improvement Project Process of Care Measures,95
390132,Surgical Care Improvement Project Process of Care Measures,83
30085,Heart Failure Process of Care Measures,100
230097,Heart Failure Process of Care Measures,100
330059,Heart Failure Process of Care Measures,100
361314,Heart Failure Process of Care Measures,57
220024,Heart Attack or Chest Pain Process of Care Measures,93
40020,Surgical Care Improvement Project Process of Care Measures,95
281310,Heart Failure Process of Care Measures,N/A
330201,Heart Attack or Chest Pain Process of Care Measures,N/A
50030,Surgical Care Improvement Project Process of Care Measures,84
140026,Surgical Care Improvement Project Process of Care Measures,N/A
440011,Heart Attack or Chest Pain Process of Care Measures,N/A
261306,Pneumonia Process of Care Measures,75
330233,Heart Failure Process of Care Measures,93
20017,Heart Failure Process of Care Measures,100
360009,Heart Attack or Chest Pain Process of Care Measures,100
50376,Heart Attack or Chest Pain Process of Care Measures,N/A
340147,Heart Failure Process of Care Measures,97
141319,Heart Failure Process of Care Measures,N/A
330193,Heart Failure Process of Care Measures,98
370036,Surgical Care Improvement Project Process of Care Measures,N/A
460026,Heart Attack or Chest Pain Process of Care Measures,N/A
310051,Heart Attack or Chest Pain Process of Care Measures,78
100299,Heart Failure Process of Care Measures,100
261314,Surgical Care Improvement Project Process of Care Measures,N/A
131305,Surgical Care Improvement Project Process of Care Measures,N/A
450465,Heart Attack or Chest Pain Process of Care Measures,10
40137,Pneumonia Process of Care Measures,99
01019F,Heart Attack or Chest Pain Process of Care Measures,100
400104,Surgical Care Improvement Project Process of Care Measures,N/A
150045,Pneumonia Process of Care Measures,97
61307,Heart Attack or Chest Pain Process of Care Measures,N/A
241377,Heart Attack or Chest Pain Process of Care Measures,100
340091,Heart Attack or Chest Pain Process of Care Measures,86
50153,Surgical Care Improvement Project Process of Care Measures,72
500007,Surgical Care Improvement Project Process of Care Measures,82
450869,Pneumonia Process of Care Measures,89
100029,Heart Attack or Chest Pain Process of Care Measures,N/A
420016,Heart Failure Process of Care Measures,97
210034,Surgical Care Improvement Project Process of Care Measures,94
370080,Surgical Care Improvement Project Process of Care Measures,100
450573,Heart Attack or Chest Pain Process of Care Measures,67
670057,Pneumonia Process of Care Measures,N/A
230302,Surgical Care Improvement Project Process of Care Measures,96
100167,Surgical Care Improvement Project Process of Care Measures,100
490009,Surgical Care Improvement Project Process of Care Measures,97
450032,Heart Attack or Chest Pain Process of Care Measures,92
50124,Heart Attack or Chest Pain Process of Care Measures,N/A
160001,Surgical Care Improvement Project Process of Care Measures,99
380047,Surgical Care Improvement Project Process of Care Measures,98
400106,Heart Attack or Chest Pain Process of Care Measures,67
270086,Heart Attack or Chest Pain Process of Care Measures,N/A
190263,Heart Attack or Chest Pain Process of Care Measures,N/A
261324,Pneumonia Process of Care Measures,99
231305,Surgical Care Improvement Project Process of Care Measures,100
30087,Heart Attack or Chest Pain Process of Care Measures,N/A
09002F,Heart Attack or Chest Pain Process of Care Measures,80
490098,Surgical Care Improvement Project Process of Care Measures,97
